LRU序号,最后修改时间_AsiaShanghai,距审计日天数,类别,路径,大小_字节,治理状态,治理优先级,静态引用文件数,引用样例_最多3个,Last_materially_modified,建议治理动作,误删风险,说明
905,2026-08-03T05:51:09+08:00,1.06,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_6_one_day_smoke_20260803.json,3710,受保护：历史/冻结证据,P3,2,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_6_one_day_smoke_20260803.md | research/registry.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
906,2026-08-03T05:51:09+08:00,1.06,文档,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_6_one_day_smoke_20260803.md,3299,受保护：历史/冻结证据,P3,0,,2026-08-03,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
907,2026-08-03T05:57:53+08:00,1.05,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_1_execution_failure_20260803.json,4338,受保护：历史/冻结证据,P3,1,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_spec_20260803.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
908,2026-08-03T05:57:53+08:00,1.05,文档,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_1_execution_failure_20260803.md,1651,受保护：历史/冻结证据,P3,0,,2026-08-03,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
909,2026-08-03T06:03:43+08:00,1.05,代码,research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_carryover_safe_execution_v2_2.py,14256,近期变更待观察,P4,2,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_result_20260803.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_spec_20260803.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
910,2026-08-03T06:07:18+08:00,1.05,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_spec_20260803.json,7147,受保护：历史/冻结证据,P3,3,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_result_20260803.json | research/registry.json | tests/test_ranked_toxicity_guard_carryover_safe_execution_v2_2.py,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
911,2026-08-03T06:19:02+08:00,1.04,文档,research/families/f07_active_order_continuation/README.md,3628,近期变更待观察,P4,1,research/governance/migrations/layout_v2.json,2026-08-03,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
912,2026-08-03T06:21:34+08:00,1.04,文档,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_result_20260803.md,2073,受保护：历史/冻结证据,P3,1,research/registry.json,2026-08-03,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
913,2026-08-03T06:22:19+08:00,1.04,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_result_20260803.json,4166,受保护：历史/冻结证据,P3,2,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_result_20260803.md | research/registry.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
914,2026-08-03T06:31:05+08:00,1.03,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_registration_linkage_v3_amendment_20260803.json,3825,受保护：历史/冻结证据,P3,1,research/registry.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
915,2026-08-03T06:31:22+08:00,1.03,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_registration_linkage_v3_audit_20260803.json,1586,受保护：历史/冻结证据,P3,1,research/registry.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
916,2026-08-03T06:44:01+08:00,1.02,冻结规范/登记表,research/families/f05_fill_quality_quote_ev/docs/buy_fill_selection_action_suspension_operational_release_v1_20260803.json,3311,受保护：历史/冻结证据,P3,2,research/families/f05_fill_quality_quote_ev/docs/buy_fill_selection_shadow_action_separation_operational_release_v2_20260803.json | research/families/f10_live_replay_attribution/docs/operational_baseline_identity_20260803_v6.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
917,2026-08-03T06:44:01+08:00,1.02,文档,research/families/f05_fill_quality_quote_ev/docs/buy_fill_selection_action_suspension_operational_release_v1_20260803.md,1642,受保护：历史/冻结证据,P3,1,research/families/f10_live_replay_attribution/docs/operational_baseline_identity_20260803_v6.json,2026-08-03,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
918,2026-08-03T06:50:57+08:00,1.02,测试,tests/test_ranked_toxicity_registration_linkage_v2.py,2260,保留：回归/合同测试,P4,2,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_registration_linkage_v2_amendment_20260802.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_registration_linkage_v3_amendment_20260803.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
919,2026-08-03T06:58:04+08:00,1.01,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/operational_baseline_identity_20260803_v6.json,5660,受保护：历史/冻结证据,P3,2,project.md | research/families/f10_live_replay_attribution/docs/operational_baseline_identity_20260803_v7.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
920,2026-08-03T07:11:15+08:00,1.0,测试,tests/test_buy_fill_selection_shadow_action_split.py,3904,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
921,2026-08-03T07:24:54+08:00,0.99,冻结规范/登记表,research/families/f05_fill_quality_quote_ev/docs/buy_fill_selection_shadow_action_separation_operational_release_v2_20260803.json,4018,受保护：历史/冻结证据,P3,3,research/families/f05_fill_quality_quote_ev/docs/buy_fill_selection_live_shadow_retirement_operational_release_v3_20260804.json | research/families/f05_fill_quality_quote_ev/docs/buy_fill_selection_shadow_action_separation_operational_release_v2_20260803.md | research/families/f10_live_replay_attribution/docs/operational_baseline_identity_20260803_v7.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
922,2026-08-03T07:24:54+08:00,0.99,文档,research/families/f05_fill_quality_quote_ev/docs/buy_fill_selection_shadow_action_separation_operational_release_v2_20260803.md,2060,受保护：历史/冻结证据,P3,1,research/families/f10_live_replay_attribution/docs/operational_baseline_identity_20260803_v7.json,2026-08-03,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
923,2026-08-03T07:25:56+08:00,0.99,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/operational_baseline_identity_20260803_v7.json,5912,受保护：历史/冻结证据,P3,5,project.md | research/families/f02_empirical_p3_touch/docs/p3_touch_conditional_curve_quote_mapping_v1_spec_20260803.json | research/families/f02_empirical_p3_touch/docs/p3_touch_source_aware_expanded_v3_quote_path_spec_20260803.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
924,2026-08-03T07:28:11+08:00,0.99,文档,research/families/f09_campaign_action_uplift/README.md,23515,近期变更待观察,P4,1,research/governance/migrations/layout_v2.json,2026-08-03,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
925,2026-08-03T07:35:14+08:00,0.99,文档,research/families/f04_external_market_alpha/README.md,7107,近期变更待观察,P4,1,research/governance/migrations/layout_v2.json,2026-08-03,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
926,2026-08-03T08:00:00+08:00,0.97,工程配置,pyproject.toml,2810,近期变更待观察,P4,2,Dockerfile | docs/dev/README.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
927,2026-08-03T08:04:12+08:00,0.97,代码,models/replay/__init__.py,491,保留：稳定包标记,P4,0,,,确认包导出与安装语义；通常保留,低,mtime 对稳定包标记的治理价值有限
928,2026-08-03T08:05:00+08:00,0.97,代码,models/replay/replay_state_checkpoint.py,10868,近期变更待观察,P4,6,research/shared/replay_lifecycle/README.md | research/shared/replay_lifecycle/docs/continuous_replay_state_v1_contract.json | scripts/run_restart_aware_continuous_baseline.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
929,2026-08-03T08:05:00+08:00,0.97,代码,models/replay/restart_boundary.py,11202,近期变更待观察,P4,3,research/shared/replay_lifecycle/README.md | research/shared/replay_lifecycle/docs/restart_boundary_contract_v1.json | tests/test_restart_boundary.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
930,2026-08-03T08:06:38+08:00,0.96,测试,tests/test_continuous_replay_state.py,2723,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
931,2026-08-03T08:06:39+08:00,0.96,测试,tests/test_restart_boundary.py,3083,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
932,2026-08-03T08:21:41+08:00,0.95,代码,models/replay/continuous_calendar.py,12348,近期变更待观察,P4,4,research/shared/replay_lifecycle/README.md | scripts/run_restart_aware_continuous_baseline.py | tests/test_continuous_calendar.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
933,2026-08-03T08:21:41+08:00,0.95,测试,tests/test_continuous_calendar.py,6251,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
934,2026-08-03T08:30:24+08:00,0.95,文档,research/shared/replay_lifecycle/docs/versioned_continuous_replay_substrate_v1.md,3329,近期变更待观察,P4,0,,2026-08-03,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,中,近期修改不等于语义审计或 action 权限已经完成
935,2026-08-03T08:30:24+08:00,0.95,冻结规范/登记表,research/shared/replay_lifecycle/docs/calendar_continuity_manifest_v1_contract.json,796,近期变更待观察,P4,1,tests/test_continuous_replay_contract_identities.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
936,2026-08-03T08:30:25+08:00,0.95,冻结规范/登记表,research/shared/replay_lifecycle/docs/restart_boundary_contract_v1.json,730,近期变更待观察,P4,1,tests/test_continuous_replay_contract_identities.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
937,2026-08-03T08:30:25+08:00,0.95,冻结规范/登记表,research/shared/replay_lifecycle/docs/continuous_replay_state_v1_contract.json,582,近期变更待观察,P4,1,tests/test_continuous_replay_contract_identities.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
938,2026-08-03T08:33:19+08:00,0.95,测试,tests/test_continuous_replay_contract_identities.py,877,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
939,2026-08-03T08:41:59+08:00,0.94,测试,tests/test_calendar_gap_manifest.py,7289,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
